355.0-005.0 148   2.13   6.77
005.0-015.0 142   2.00   6.64
015.0-025.0 198   2.09   6.40
025.0-035.0 234   1.83   6.48
035.0-045.0 210   2.39   5.70
045.0-055.0 204   1.72   4.26
055.0-065.0 258   1.78   4.04
065.0-075.0 226   2.15   4.39
075.0-085.0 236   1.96   4.74
085.0-095.0 274   1.91   3.93
095.0-105.0 262   1.87   4.56
105.0-115.0 226   1.77   4.07
115.0-125.0 228   1.82   3.60
125.0-135.0 142   1.44   4.58
135.0-145.0 158   1.58   4.25
145.0-155.0 140   1.55   3.70
155.0-165.0 130   1.50   4.32
165.0-175.0 128   1.59   4.95
175.0-185.0 140   1.63   4.44
185.0-195.0 134   1.92   3.92
195.0-205.0 188   1.69   4.52
205.0-215.0 206   2.07   5.52
215.0-225.0 204   1.75   5.47
225.0-235.0 194   2.06   5.21
235.0-245.0 234   1.93   4.98
245.0-255.0 214   1.83   4.27
255.0-265.0 220   1.91   4.75
265.0-275.0 294   2.14   5.04
275.0-285.0 228   1.88   5.59
285.0-295.0 270   2.34   6.82
295.0-305.0 244   2.44   7.64
305.0-315.0 180   2.01   9.24
315.0-325.0 162   2.29   8.87
325.0-335.0 152   1.84   7.62
335.0-345.0 138   1.56   6.71
345.0-355.0 134   1.49   7.17
