355.0-005.0   6   1.77   9.02
005.0-015.0   7   2.20   7.50
015.0-025.0   8   2.73   6.85
025.0-035.0   2   0.90   2.90
035.0-045.0   5   1.85   5.02
045.0-055.0   2   0.85   8.05
055.0-065.0   5   2.91   8.38
065.0-075.0   1    N/A   1.00
075.0-085.0   4   0.46   6.85
085.0-095.0   1    N/A   7.70
095.0-105.0   3   4.78  10.27
105.0-115.0   4   3.03  10.35
115.0-125.0   7   3.37  11.59
125.0-135.0   3   2.91  12.00
135.0-145.0   4   3.33  11.43
145.0-155.0   3   2.01  12.57
155.0-165.0   1    N/A  15.40
165.0-175.0   2   0.55  15.95
175.0-185.0   6   2.53  10.38
185.0-195.0   6   3.20   7.53
195.0-205.0   8   3.71   9.29
205.0-215.0   3   1.39   8.60
215.0-225.0   4   2.48   7.55
225.0-235.0   3   3.33   9.50
235.0-245.0   4   1.85   8.10
245.0-255.0   2   2.60  11.80
255.0-265.0   3   3.61  12.83
265.0-275.0   1    N/A   8.30
275.0-285.0   3   1.34  18.20
285.0-295.0   1    N/A  20.20
295.0-305.0   9   2.69  17.49
305.0-315.0   4   2.27  16.02
315.0-325.0   5   2.75  11.94
325.0-335.0   3   1.45   9.03
335.0-345.0   1    N/A  16.80
345.0-355.0   2   4.85  10.15
