355.0-005.0 190   1.56   7.82
005.0-015.0 202   2.00   9.87
015.0-025.0 214   1.86  12.56
025.0-035.0 254   2.19  14.18
035.0-045.0 250   2.13  15.26
045.0-055.0 256   2.21  15.42
055.0-065.0 348   2.49  15.68
065.0-075.0 350   2.28  14.23
075.0-085.0 344   2.56  13.07
085.0-095.0 392   2.14  11.64
095.0-105.0 328   1.90  10.68
105.0-115.0 290   1.80  10.24
115.0-125.0 270   1.87  10.02
125.0-135.0 176   1.48  10.69
135.0-145.0 198   1.71  10.39
145.0-155.0 168   1.77   9.97
155.0-165.0 166   1.85   8.94
165.0-175.0 162   1.82   8.04
175.0-185.0 174   1.79   6.80
185.0-195.0 186   1.65   5.52
195.0-205.0 210   1.49   4.60
205.0-215.0 230   1.16   4.23
215.0-225.0 228   1.13   2.57
225.0-235.0 230   1.16   2.77
235.0-245.0 296   1.25   2.65
245.0-255.0 316   1.17   2.87
255.0-265.0 344   1.50   3.95
265.0-275.0 418   1.67   4.29
275.0-285.0 310   1.94   4.97
285.0-295.0 342   2.46   6.75
295.0-305.0 304   2.81  10.79
305.0-315.0 214   2.22  12.39
315.0-325.0 208   1.93   8.89
325.0-335.0 186   1.46   6.96
335.0-345.0 172   1.49   6.63
345.0-355.0 170   1.30   6.90
