355.0-005.0   9   2.46   7.94
005.0-015.0   6   0.99  10.57
015.0-025.0   4   0.54  13.28
025.0-035.0   2   0.15  18.15
035.0-045.0   1    N/A  14.40
045.0-055.0   5   2.55  16.22
055.0-065.0   2   3.20  15.80
065.0-075.0   1    N/A  14.40
075.0-085.0   4   2.37  11.95
085.0-095.0   2   1.10  13.60
095.0-105.0   1    N/A  14.20
105.0-115.0   8   2.12   9.54
115.0-125.0   6   1.20   9.68
125.0-135.0   5   1.30   8.26
135.0-145.0   5   2.22  10.40
145.0-155.0   1    N/A  10.40
155.0-165.0   3   1.51  15.43
165.0-175.0   3   4.16   9.27
175.0-185.0   8   2.30   5.67
185.0-195.0   6   1.29   3.62
195.0-205.0   3   1.03   3.17
205.0-215.0   3   0.43   2.00
215.0-225.0   1    N/A   1.50
225.0-235.0   4   1.68   3.08
235.0-245.0   2   0.00   3.80
245.0-255.0   2   1.45   4.85
255.0-265.0   3   1.78   5.97
265.0-275.0   1    N/A   2.50
275.0-285.0   3   2.82   6.30
285.0-295.0   6   3.02   6.58
295.0-305.0   8   2.89  11.66
305.0-315.0   3   2.86  11.10
315.0-325.0   7   1.79   9.06
325.0-335.0   1    N/A   9.60
335.0-345.0   3   1.93   8.63
345.0-355.0   2   1.60   7.00
