355.0-005.0   5   1.51   7.82
005.0-015.0   2   3.30   7.00
015.0-025.0   4   1.61  12.70
025.0-035.0   5   4.53  14.86
035.0-045.0   5   0.92  17.06
045.0-055.0   4   2.78  16.75
055.0-065.0   2   0.50  14.90
065.0-075.0   6   1.89  14.53
075.0-085.0   8   2.50  12.39
085.0-095.0   5   2.06   9.68
095.0-105.0   4   1.62  11.50
105.0-115.0   2   0.25   9.75
115.0-125.0   3   2.82  10.23
125.0-135.0   3   1.51  11.33
135.0-145.0   1    N/A  13.50
145.0-155.0   4   2.01  12.28
155.0-165.0   3   1.81  12.03
165.0-175.0   1    N/A  11.80
175.0-185.0   5   2.87   7.86
185.0-195.0   2   1.50   4.50
195.0-205.0   4   1.68   5.35
205.0-215.0   4   1.35   4.75
215.0-225.0   5   1.22   3.18
225.0-235.0   3   0.86   4.30
235.0-245.0   3   0.69   2.37
245.0-255.0   6   1.25   3.65
255.0-265.0   4   1.45   4.65
265.0-275.0   9   2.04   4.12
275.0-285.0   4   1.87   3.48
285.0-295.0   2   3.55   6.95
295.0-305.0   2   1.20  13.30
305.0-315.0   3   1.41  17.47
315.0-325.0   2   0.05  14.15
325.0-335.0   4   0.63   8.25
335.0-345.0   3   1.21   8.27
345.0-355.0   2   1.00   7.60
