1 20
2 1 1 004 3.2071 0.0620
2 1 1 005 3.2280 0.0500
2 1 1 006 3.2435 0.0500
2 1 1 007 3.2641 0.0370
2 1 1 008 3.2852 0.0370
2 1 1 009 3.3065 0.0370
2 1 1 010 3.3302 0.0370
2 1 1 012 3.3795 0.0370
2 1 1 014 3.4345 0.0370
2 1 1 016 3.4934 0.0370
2 1 1 018 3.5575 0.0500
2 1 1 020 3.6206 0.0500
2 1 1 022 3.6851 0.0620
2 1 1 025 3.7696 0.0620
2 1 1 027 3.8174 0.0750
2 1 1 030 3.8791 0.0750
2 1 1 034 3.9320 0.0880
2 1 1 040 3.9854 0.0880
2 1 1 045 4.0147 0.1000
2 1 1 050 4.0387 0.1000
0
