355.0-005.0   4   2.21   4.22
005.0-015.0   1    N/A   1.10
015.0-025.0   2   2.30   5.70
025.0-035.0   3   4.22   7.63
035.0-045.0   1    N/A   8.80
045.0-055.0   2   3.05  10.75
055.0-065.0   4   2.40  10.20
065.0-075.0   2   0.65  10.65
075.0-085.0   4   0.79   9.90
085.0-095.0   8   3.99   6.79
095.0-105.0   5   1.87   8.20
105.0-115.0   3   1.67   8.83
115.0-125.0   3   0.68  13.57
125.0-135.0   2   0.35  13.15
135.0-145.0   2   1.50  15.60
145.0-155.0   4   2.99  13.85
155.0-165.0   3   5.22  10.13
165.0-175.0   1    N/A   7.40
175.0-185.0   4   5.32   7.60
185.0-195.0   1    N/A   2.80
195.0-205.0   2   2.70   3.00
205.0-215.0   1    N/A  10.80
215.0-225.0   3   0.45   0.83
225.0-235.0   2   0.50   1.80
235.0-245.0   3   0.91   3.50
245.0-255.0   2   0.75   1.25
255.0-265.0   4   0.78   1.02
265.0-275.0   4   1.86   2.65
275.0-285.0   7   1.03   1.60
285.0-295.0   6   1.69   1.87
295.0-305.0   3   0.57   2.00
305.0-315.0   2   0.35   1.95
315.0-325.0   2   0.45   1.15
325.0-335.0   4   0.43   1.42
335.0-345.0   3   0.85   1.30
345.0-355.0   1    N/A   0.60
