355.0-005.0 190   1.38   5.57
005.0-015.0 204   1.90   6.80
015.0-025.0 218   1.59   8.03
025.0-035.0 264   2.03   9.68
035.0-045.0 262   2.00  10.63
045.0-055.0 282   1.79  11.79
055.0-065.0 370   2.54  11.75
065.0-075.0 362   2.42  11.49
075.0-085.0 356   2.23  11.16
085.0-095.0 392   2.17  10.91
095.0-105.0 324   1.92  10.47
105.0-115.0 292   1.57  10.40
115.0-125.0 266   1.60  10.68
125.0-135.0 174   1.30  11.47
135.0-145.0 192   1.70  11.63
145.0-155.0 168   1.71  11.46
155.0-165.0 164   1.97  10.88
165.0-175.0 162   1.86  10.74
175.0-185.0 174   1.30   9.00
185.0-195.0 188   1.56   7.47
195.0-205.0 214   1.46   6.21
205.0-215.0 234   1.34   5.71
215.0-225.0 240   1.26   4.12
225.0-235.0 248   1.29   3.86
235.0-245.0 314   1.36   3.65
245.0-255.0 338   1.37   4.11
255.0-265.0 356   1.58   5.18
265.0-275.0 424   1.38   5.59
275.0-285.0 312   1.36   5.57
285.0-295.0 338   1.81   6.26
295.0-305.0 306   2.28   9.27
305.0-315.0 210   2.03  10.44
315.0-325.0 200   1.50   7.62
325.0-335.0 186   1.31   5.33
335.0-345.0 172   1.12   5.21
345.0-355.0 168   1.19   5.20
