355.0-005.0 192   2.11   8.90
005.0-015.0 194   2.05   8.16
015.0-025.0 212   2.24   7.90
025.0-035.0 260   2.25   8.70
035.0-045.0 262   2.06   9.47
045.0-055.0 282   2.08   9.14
055.0-065.0 360   2.34   7.88
065.0-075.0 364   2.21   6.86
075.0-085.0 348   2.40   6.79
085.0-095.0 386   2.41   7.31
095.0-105.0 322   2.60   7.93
105.0-115.0 288   2.45   9.43
115.0-125.0 270   2.40  10.02
125.0-135.0 174   1.86  12.71
135.0-145.0 196   2.11  12.08
145.0-155.0 168   2.16  11.84
155.0-165.0 164   1.96  11.03
165.0-175.0 158   2.33  10.18
175.0-185.0 176   2.08   9.12
185.0-195.0 180   2.19   8.23
195.0-205.0 206   2.02   7.47
205.0-215.0 230   2.45   8.08
215.0-225.0 240   2.80   7.89
225.0-235.0 248   2.38   7.76
235.0-245.0 310   2.82   9.40
245.0-255.0 332   3.50  13.18
255.0-265.0 356   3.31  16.37
265.0-275.0 414   3.53  16.03
275.0-285.0 310   2.83  13.68
285.0-295.0 334   2.62  13.56
295.0-305.0 302   2.89  14.96
305.0-315.0 214   2.94  16.11
315.0-325.0 206   2.76  13.00
325.0-335.0 186   2.40   9.26
335.0-345.0 170   2.00   8.81
345.0-355.0 166   2.38   9.91
