355.0-005.0   3   3.98   8.37
005.0-015.0   2   1.00   7.60
015.0-025.0   4   2.38   9.38
025.0-035.0   8   2.63   7.31
035.0-045.0   1    N/A   6.70
045.0-055.0   5   3.80  10.64
055.0-065.0   4   2.55   6.25
065.0-075.0   2   1.80   2.90
075.0-085.0   1    N/A   1.80
085.0-095.0   6   1.89   5.20
095.0-105.0   4   2.18   4.47
105.0-115.0   3   3.81   4.63
115.0-125.0   5   4.87   5.66
125.0-135.0   3   1.77   8.80
135.0-145.0   1    N/A   1.20
145.0-155.0   1    N/A   4.10
155.0-165.0   4   2.77   7.03
165.0-175.0   2   4.95  10.25
175.0-185.0   3   4.13  11.60
185.0-195.0   2   0.20   0.30
195.0-205.0   4   1.95   4.55
205.0-215.0   8   3.47   6.83
215.0-225.0   1    N/A   3.00
225.0-235.0   4   1.76   4.40
235.0-245.0   3   2.07   4.83
245.0-255.0   3   2.06   3.70
255.0-265.0   2   0.65   9.95
265.0-275.0   5   2.90   4.54
275.0-285.0   5   3.96   7.98
285.0-295.0   2   1.05   8.45
295.0-305.0   4   5.09   8.03
305.0-315.0   4   2.38  10.75
315.0-325.0   1    N/A  10.90
325.0-335.0   2   2.40   9.20
335.0-345.0   4   3.17  11.55
345.0-355.0   2   2.60   8.00
