355.0-005.0 174   2.38   8.55
005.0-015.0 164   2.32   6.91
015.0-025.0 182   2.55   6.13
025.0-035.0 192   2.62   6.29
035.0-045.0 186   2.30   6.51
045.0-055.0 202   2.57   6.87
055.0-065.0 262   2.81   5.98
065.0-075.0 224   2.54   5.93
075.0-085.0 230   2.39   4.13
085.0-095.0 238   2.41   4.53
095.0-105.0 202   2.68   5.33
105.0-115.0 202   2.42   4.73
115.0-125.0 194   2.29   5.04
125.0-135.0 134   2.64   6.59
135.0-145.0 166   2.31   6.27
145.0-155.0 154   2.09   6.19
155.0-165.0 148   2.77   8.58
165.0-175.0 138   2.54   8.10
175.0-185.0 160   2.62   7.19
185.0-195.0 158   2.45   7.22
195.0-205.0 168   2.56   6.56
205.0-215.0 178   2.34   6.71
215.0-225.0 182   2.50   5.50
225.0-235.0 178   2.02   5.02
235.0-245.0 226   2.37   5.20
245.0-255.0 210   2.43   5.61
255.0-265.0 230   2.40   5.81
265.0-275.0 270   2.67   5.54
275.0-285.0 190   2.95   6.16
285.0-295.0 218   3.03   6.86
295.0-305.0 216   2.56   7.79
305.0-315.0 154   2.67   8.71
315.0-325.0 170   2.42   9.56
325.0-335.0 168   2.51   9.57
335.0-345.0 156   2.21  10.30
345.0-355.0 144   2.41   9.64
