355.0-005.0 176   1.66   4.65
005.0-015.0 178   1.75   4.13
015.0-025.0 190   1.69   3.85
025.0-035.0 240   2.01   4.82
035.0-045.0 238   1.97   5.27
045.0-055.0 244   1.81   5.12
055.0-065.0 320   1.78   4.29
065.0-075.0 310   2.01   4.01
075.0-085.0 306   2.20   4.07
085.0-095.0 336   2.08   4.12
095.0-105.0 292   2.24   4.97
105.0-115.0 262   1.93   4.85
115.0-125.0 260   1.96   5.25
125.0-135.0 170   1.75   6.04
135.0-145.0 186   2.18   6.09
145.0-155.0 164   1.81   8.23
155.0-165.0 156   2.49   9.42
165.0-175.0 150   2.03  10.15
175.0-185.0 160   2.11   8.97
185.0-195.0 164   1.89   7.99
195.0-205.0 186   2.01   6.47
205.0-215.0 214   2.12   6.29
215.0-225.0 218   1.92   5.32
225.0-235.0 214   1.58   5.30
235.0-245.0 288   2.21   5.59
245.0-255.0 276   2.12   6.35
255.0-265.0 302   2.10   7.56
265.0-275.0 378   2.38   8.16
275.0-285.0 262   1.86   7.82
285.0-295.0 304   2.23   7.91
295.0-305.0 290   1.95   9.14
305.0-315.0 204   1.70   8.78
315.0-325.0 198   2.14   8.40
325.0-335.0 184   1.89   6.10
335.0-345.0 160   2.09   6.35
345.0-355.0 156   1.66   5.21
