355.0-005.0   6   1.62   9.18
005.0-015.0   7   1.76  14.03
015.0-025.0   8   3.40  16.51
025.0-035.0   2   1.20  15.80
035.0-045.0   5   2.44  15.72
045.0-055.0   2   2.25  16.85
055.0-065.0   5   2.12  17.36
065.0-075.0   1    N/A  18.60
075.0-085.0   4   2.43  13.15
085.0-095.0   1    N/A  14.80
095.0-105.0   3   0.51  12.60
105.0-115.0   4   1.85   8.83
115.0-125.0   7   2.21   9.59
125.0-135.0   3   0.54   9.63
135.0-145.0   4   1.06   8.10
145.0-155.0   3   0.82   9.23
155.0-165.0   1    N/A  10.60
165.0-175.0   2   0.45  11.45
175.0-185.0   6   0.97   7.47
185.0-195.0   6   1.13   6.30
195.0-205.0   8   0.83   5.43
205.0-215.0   3   1.92   5.40
215.0-225.0   4   1.12   3.95
225.0-235.0   3   0.59   4.30
235.0-245.0   4   1.06   6.73
245.0-255.0   2   3.45   6.65
255.0-265.0   3   2.25   9.33
265.0-275.0   1    N/A   3.70
275.0-285.0   3   1.93   6.40
285.0-295.0   1    N/A  11.60
295.0-305.0   9   1.70  11.16
305.0-315.0   4   0.38  11.02
315.0-325.0   5   1.15   9.26
325.0-335.0   3   0.63   9.53
335.0-345.0   1    N/A  10.00
345.0-355.0   2   0.55   8.65
