355.0-005.0 194   1.62  10.70
005.0-015.0 204   2.17  14.28
015.0-025.0 216   2.08  15.49
025.0-035.0 264   2.51  16.85
035.0-045.0 262   2.30  18.00
045.0-055.0 284   2.35  18.13
055.0-065.0 370   2.67  18.03
065.0-075.0 366   2.09  16.32
075.0-085.0 354   2.42  15.07
085.0-095.0 396   2.17  13.32
095.0-105.0 330   1.75  11.71
105.0-115.0 292   1.73  10.91
115.0-125.0 272   1.71  10.21
125.0-135.0 174   1.47  10.83
135.0-145.0 198   1.53  10.54
145.0-155.0 168   1.46  10.85
155.0-165.0 166   1.85  10.22
165.0-175.0 162   1.74   9.75
175.0-185.0 178   1.64   8.32
185.0-195.0 188   1.67   7.15
195.0-205.0 214   1.44   6.00
205.0-215.0 232   1.26   5.84
215.0-225.0 240   1.39   4.62
225.0-235.0 248   1.28   4.51
235.0-245.0 316   1.51   4.64
245.0-255.0 340   1.96   6.13
255.0-265.0 358   2.14   8.73
265.0-275.0 428   1.68   8.81
275.0-285.0 312   1.63   7.93
285.0-295.0 342   1.60   7.61
295.0-305.0 306   2.09  10.39
305.0-315.0 214   1.74  12.08
315.0-325.0 208   1.58  10.00
325.0-335.0 186   1.43   9.30
335.0-345.0 172   1.65   9.70
345.0-355.0 170   1.42  10.14
