355.0-005.0   2   1.60   8.40
005.0-015.0   3   0.61   7.83
015.0-025.0   3   1.28   9.60
025.0-035.0   9   2.58  11.32
035.0-045.0   4   0.73  12.70
045.0-055.0   6   0.56  14.18
055.0-065.0   3   4.85  13.70
065.0-075.0   6   2.23  13.60
075.0-085.0   3   2.22  12.70
085.0-095.0   6   3.29  13.45
095.0-105.0   2   1.15  11.35
105.0-115.0   7   1.12   9.73
115.0-125.0   4   1.07   8.22
125.0-135.0   3   0.33   8.50
135.0-145.0   1    N/A   9.00
145.0-155.0   2   1.30   8.50
155.0-165.0   2   0.05   7.35
165.0-175.0   2   1.95  11.25
175.0-185.0   2   1.40  10.40
185.0-195.0   2   0.80   6.80
195.0-205.0   4   1.76   6.03
205.0-215.0   7   1.28   5.53
215.0-225.0   5   1.30   4.10
225.0-235.0   6   1.54   5.25
235.0-245.0   4   2.32   4.62
245.0-255.0   3   0.90   8.17
255.0-265.0   5   3.23   8.94
265.0-275.0   5   0.59   8.80
275.0-285.0   4   2.81   7.43
285.0-295.0   5   1.32  12.26
295.0-305.0   6   1.56  12.35
305.0-315.0   3   0.36  11.60
315.0-325.0   1    N/A   9.70
325.0-335.0   2   0.65   5.85
335.0-345.0   2   0.60   7.80
345.0-355.0   2   0.75   7.65
