355.0-005.0 188   1.41   7.09
005.0-015.0 202   1.42   7.49
015.0-025.0 214   1.56   8.15
025.0-035.0 260   2.16   9.79
035.0-045.0 262   1.91  11.47
045.0-055.0 282   2.01  12.82
055.0-065.0 364   2.26  13.22
065.0-075.0 364   1.92  12.16
075.0-085.0 358   2.46  10.97
085.0-095.0 396   2.20  10.18
095.0-105.0 324   1.86   9.80
105.0-115.0 292   1.59   9.30
115.0-125.0 272   1.60   9.06
125.0-135.0 182   1.48   9.58
135.0-145.0 196   1.52   9.46
145.0-155.0 166   1.71   9.36
155.0-165.0 166   1.74   8.45
165.0-175.0 156   1.80   8.06
175.0-185.0 172   1.52   7.19
185.0-195.0 186   1.40   5.90
195.0-205.0 212   1.37   5.23
205.0-215.0 230   1.22   5.20
215.0-225.0 236   1.21   4.31
225.0-235.0 250   1.37   4.45
235.0-245.0 312   1.75   4.95
245.0-255.0 338   1.81   6.30
255.0-265.0 354   2.19   8.06
265.0-275.0 430   1.77   8.49
275.0-285.0 314   2.11   8.03
285.0-295.0 336   2.37   9.84
295.0-305.0 306   1.71  11.78
305.0-315.0 216   1.84  11.84
315.0-325.0 212   1.64   9.69
325.0-335.0 186   1.33   7.16
335.0-345.0 170   1.35   7.34
345.0-355.0 164   1.34   6.92
