355.0-005.0 194   1.49   9.47
005.0-015.0 204   2.06  11.73
015.0-025.0 218   2.04  13.66
025.0-035.0 264   2.55  15.22
035.0-045.0 262   2.27  17.01
045.0-055.0 278   2.73  18.69
055.0-065.0 368   3.00  19.34
065.0-075.0 364   2.63  18.61
075.0-085.0 358   2.77  17.72
085.0-095.0 396   2.92  16.32
095.0-105.0 330   2.18  15.33
105.0-115.0 292   1.87  14.58
115.0-125.0 270   2.01  14.15
125.0-135.0 174   1.52  15.10
135.0-145.0 198   2.22  14.57
145.0-155.0 168   2.24  14.27
155.0-165.0 166   2.24  12.98
165.0-175.0 162   2.08  12.31
175.0-185.0 178   1.72  10.52
185.0-195.0 188   1.74   8.81
195.0-205.0 214   1.61   7.32
205.0-215.0 234   1.62   6.62
215.0-225.0 238   1.58   4.43
225.0-235.0 250   1.61   4.11
235.0-245.0 310   1.67   3.93
245.0-255.0 336   1.37   3.91
255.0-265.0 358   1.80   5.02
265.0-275.0 430   1.54   5.49
275.0-285.0 314   1.69   6.41
285.0-295.0 342   2.16   7.84
295.0-305.0 306   2.71  12.00
305.0-315.0 212   1.88  14.01
315.0-325.0 208   1.74   9.91
325.0-335.0 186   1.30   7.75
335.0-345.0 172   1.48   7.56
345.0-355.0 170   1.40   8.10
