355.0-005.0  50   1.65  10.12
005.0-015.0  51   1.89  12.64
015.0-025.0  70   2.01  14.14
025.0-035.0  77   2.29  16.14
035.0-045.0  82   2.26  17.31
045.0-055.0  74   1.94  19.16
055.0-065.0  89   3.17  18.91
065.0-075.0  91   2.38  18.64
075.0-085.0  84   2.76  18.10
085.0-095.0  89   3.34  16.81
095.0-105.0  80   2.16  15.03
105.0-115.0  69   1.35  14.95
115.0-125.0  55   1.86  13.93
125.0-135.0  44   1.42  14.55
135.0-145.0  36   2.03  14.74
145.0-155.0  36   2.50  14.65
155.0-165.0  40   1.81  12.87
165.0-175.0  37   2.06  13.70
175.0-185.0  48   1.74  10.72
185.0-195.0  45   1.46   9.52
195.0-205.0  65   1.42   7.06
205.0-215.0  79   1.62   6.14
215.0-225.0  68   1.32   4.35
225.0-235.0  69   1.51   3.73
235.0-245.0  82   1.36   4.15
245.0-255.0  80   1.19   4.40
255.0-265.0  92   2.00   5.21
265.0-275.0  99   1.74   5.96
275.0-285.0  75   1.69   6.76
285.0-295.0  82   2.21   8.43
295.0-305.0  62   2.18  12.00
305.0-315.0  48   1.98  13.22
315.0-325.0  41   1.34  10.29
325.0-335.0  35   1.15   8.19
335.0-345.0  41   1.14   8.29
345.0-355.0  39   1.66   8.40
