355.0-005.0   2   0.55  10.55
005.0-015.0   3   2.23  12.47
015.0-025.0   2   3.60  13.00
025.0-035.0   2   0.20  18.20
035.0-045.0   3   0.33  14.90
045.0-055.0   1    N/A  21.10
055.0-065.0   2   1.90  23.10
065.0-075.0   2   0.05  20.35
075.0-085.0   3   0.83  14.33
085.0-095.0   4   2.77  20.12
095.0-105.0   9   2.14  15.98
105.0-115.0   6   1.78  13.10
115.0-125.0   8   3.10  13.30
125.0-135.0   2   1.15  15.45
135.0-145.0   5   1.40  16.48
145.0-155.0   2   2.50  19.40
155.0-165.0   7   2.75  17.29
165.0-175.0   5   2.55  12.98
175.0-185.0   1    N/A  10.10
185.0-195.0   4   2.19   6.20
195.0-205.0   2   0.35   5.25
205.0-215.0   1    N/A   2.70
215.0-225.0   4   0.73   5.53
225.0-235.0   1    N/A   0.10
235.0-245.0   1    N/A   4.90
245.0-255.0   2   1.25   4.65
255.0-265.0   3   1.23   7.43
265.0-275.0   2   1.10   4.00
275.0-285.0   5   1.89   8.18
285.0-295.0  11   3.08   7.18
295.0-305.0   6   5.17  11.50
305.0-315.0   6   1.02  15.93
315.0-325.0   3   0.74  12.63
325.0-335.0   3   1.64   9.67
335.0-345.0   8   1.35   7.89
345.0-355.0   5   1.21   8.00
