355.0-005.0 194   1.90  12.33
005.0-015.0 204   1.93  10.87
015.0-025.0 218   1.95   9.58
025.0-035.0 264   1.93  10.50
035.0-045.0 262   2.14  11.33
045.0-055.0 284   1.74  11.57
055.0-065.0 370   2.33  10.30
065.0-075.0 366   2.08   8.78
075.0-085.0 356   2.08   8.42
085.0-095.0 392   2.18   8.79
095.0-105.0 326   2.39  10.09
105.0-115.0 292   2.12  12.02
115.0-125.0 272   2.29  12.21
125.0-135.0 180   1.77  13.93
135.0-145.0 200   2.29  13.46
145.0-155.0 168   2.09  13.82
155.0-165.0 166   1.95  13.87
165.0-175.0 162   1.77  13.59
175.0-185.0 178   1.84  12.17
185.0-195.0 188   1.72  10.97
195.0-205.0 214   2.09  10.14
205.0-215.0 234   2.30  10.31
215.0-225.0 240   2.03   9.12
225.0-235.0 248   2.00   9.06
235.0-245.0 316   2.32   9.82
245.0-255.0 340   2.69  13.44
255.0-265.0 358   3.09  16.76
265.0-275.0 426   3.43  17.07
275.0-285.0 312   2.68  15.81
285.0-295.0 338   2.55  16.46
295.0-305.0 306   3.08  18.65
305.0-315.0 216   3.09  18.83
315.0-325.0 214   3.19  16.53
325.0-335.0 186   1.83  13.25
335.0-345.0 172   2.02  13.43
345.0-355.0 170   1.74  14.00
