355.0-005.0   1    N/A  11.20
005.0-015.0   2   2.65   8.95
015.0-025.0   2   2.10   8.70
025.0-035.0   5   0.71  11.12
035.0-045.0   9   2.62  11.58
045.0-055.0   4   0.65  12.18
055.0-065.0   5   3.97  10.44
065.0-075.0   4   1.31  11.12
075.0-085.0   6   1.18   8.72
085.0-095.0   2   0.70   9.70
095.0-105.0  10   1.51   9.55
105.0-115.0   3   0.41  11.33
115.0-125.0   5   1.80  11.82
125.0-135.0   4   3.70  11.75
135.0-145.0   1    N/A  12.80
145.0-155.0   2   2.40  10.10
155.0-165.0   1    N/A   8.40
165.0-175.0   2   1.20  16.80
175.0-185.0   1    N/A   8.20
185.0-195.0   2   0.05  12.95
195.0-205.0   2   2.25   9.15
205.0-215.0   5   1.37  10.62
215.0-225.0   7   2.31  10.11
225.0-235.0   4   1.88   9.22
235.0-245.0   5   2.46   8.20
245.0-255.0   5   1.65  12.00
255.0-265.0   5   3.19  15.04
265.0-275.0   4   1.60  19.35
275.0-285.0   5   3.16  16.52
285.0-295.0   7   2.32  15.93
295.0-305.0   5   2.09  17.36
305.0-315.0   4   4.33  18.00
315.0-325.0   1    N/A  16.70
325.0-335.0   3   1.28  14.60
335.0-345.0   1    N/A   7.90
345.0-355.0   2   0.10  12.60
