355.0-005.0   6   1.08  13.87
005.0-015.0   7   3.11  13.96
015.0-025.0   8   3.43  10.15
025.0-035.0   2   0.00  11.50
035.0-045.0   5   3.24  11.42
045.0-055.0   2   1.20  11.30
055.0-065.0   5   1.85  11.80
065.0-075.0   1    N/A   9.60
075.0-085.0   4   1.26   9.47
085.0-095.0   1    N/A  10.70
095.0-105.0   3   1.84  13.67
105.0-115.0   4   3.22  12.73
115.0-125.0   7   2.92  12.10
125.0-135.0   3   3.03  14.67
135.0-145.0   4   2.58  12.32
145.0-155.0   3   2.93  12.53
155.0-165.0   1    N/A  12.30
165.0-175.0   2   1.90  15.20
175.0-185.0   6   1.23  13.43
185.0-195.0   6   2.50  11.35
195.0-205.0   8   2.95  11.60
205.0-215.0   3   1.56  12.10
215.0-225.0   4   3.49   8.03
225.0-235.0   3   1.83   9.17
235.0-245.0   4   0.74  10.25
245.0-255.0   2   3.70  13.20
255.0-265.0   3   3.66  13.27
265.0-275.0   1    N/A  12.00
275.0-285.0   3   0.95  17.73
285.0-295.0   1    N/A  19.00
295.0-305.0   9   2.50  18.01
305.0-315.0   4   2.54  18.15
315.0-325.0   5   3.14  14.94
325.0-335.0   3   2.29  13.00
335.0-345.0   1    N/A  17.50
345.0-355.0   2   5.00  11.80
