355.0-005.0   4   3.77  16.30
005.0-015.0   5   3.47  15.52
015.0-025.0   5   3.07  18.94
025.0-035.0   4   4.61  17.27
035.0-045.0   7   4.19  25.66
045.0-055.0   5   6.49  24.54
055.0-065.0   7   5.27  23.21
065.0-075.0   7   2.10  21.57
075.0-085.0   2   4.90  14.10
085.0-095.0   1    N/A  17.20
095.0-105.0   1    N/A  22.50
105.0-115.0   2   1.50  18.20
115.0-125.0   1    N/A  21.80
125.0-135.0   3   1.58  28.17
135.0-145.0   3   2.32  23.17
145.0-155.0   3   3.27  15.70
155.0-165.0   4   4.54  17.10
165.0-175.0   3   2.08  15.93
175.0-185.0   4   3.86  13.57
185.0-195.0   5   2.36   9.96
195.0-205.0   5   2.25  11.36
205.0-215.0   4   0.94   7.50
215.0-225.0   5   1.35   7.42
225.0-235.0   4   1.10   7.18
235.0-245.0   8   1.37   6.10
245.0-255.0   5   1.99   7.58
255.0-265.0   4   0.57   8.03
265.0-275.0   2   5.35   9.25
275.0-285.0   2   0.00  11.30
285.0-295.0   2   2.25  12.05
295.0-305.0   1    N/A  22.60
305.0-315.0   1    N/A  25.40
315.0-325.0   3   3.52  19.37
325.0-335.0   5   3.07  12.32
335.0-345.0   3   2.35  11.33
345.0-355.0   4   1.91  13.17
