355.0-005.0 194   2.04  13.89
005.0-015.0 204   2.90  17.08
015.0-025.0 218   3.03  18.69
025.0-035.0 264   3.57  20.71
035.0-045.0 264   3.50  23.29
045.0-055.0 284   4.48  24.59
055.0-065.0 370   4.40  25.23
065.0-075.0 366   4.11  24.65
075.0-085.0 358   3.93  23.52
085.0-095.0 396   4.28  21.34
095.0-105.0 330   3.15  20.49
105.0-115.0 292   2.73  19.05
115.0-125.0 272   3.07  17.90
125.0-135.0 176   2.68  18.51
135.0-145.0 200   2.78  17.89
145.0-155.0 168   2.84  17.18
155.0-165.0 166   2.64  15.98
165.0-175.0 162   2.63  15.55
175.0-185.0 178   2.35  13.41
185.0-195.0 188   1.93  11.75
195.0-205.0 214   1.69  10.60
205.0-215.0 234   1.99   9.68
215.0-225.0 240   1.72   7.90
225.0-235.0 250   1.74   7.72
235.0-245.0 316   2.18   7.71
245.0-255.0 340   2.32   9.55
255.0-265.0 358   3.14  11.68
265.0-275.0 430   2.67  12.28
275.0-285.0 314   2.01  11.87
285.0-295.0 342   2.43  12.35
295.0-305.0 306   3.42  16.47
305.0-315.0 214   3.29  18.76
315.0-325.0 212   2.71  13.82
325.0-335.0 186   1.67  11.47
335.0-345.0 172   1.78  11.97
345.0-355.0 170   1.72  12.66
