355.0-005.0   2   1.70  17.20
005.0-015.0   3   2.89  17.60
015.0-025.0   2   4.70  15.80
025.0-035.0   2   0.70  22.40
035.0-045.0   3   3.27  18.97
045.0-055.0   1    N/A  25.60
055.0-065.0   2   0.95  29.75
065.0-075.0   2   3.80  25.40
075.0-085.0   3   1.10  15.20
085.0-095.0   4   5.73  23.75
095.0-105.0   9   1.61  21.88
105.0-115.0   6   2.88  17.18
115.0-125.0   8   3.72  17.22
125.0-135.0   2   1.80  18.40
135.0-145.0   5   1.48  18.54
145.0-155.0   2   2.00  21.40
155.0-165.0   7   3.34  20.41
165.0-175.0   5   1.74  16.02
175.0-185.0   1    N/A  10.30
185.0-195.0   4   1.78   9.40
195.0-205.0   2   0.45   7.55
205.0-215.0   1    N/A   7.80
215.0-225.0   4   1.71   8.05
225.0-235.0   1    N/A   6.00
235.0-245.0   1    N/A  11.50
245.0-255.0   2   2.80  11.90
255.0-265.0   3   0.58  11.57
265.0-275.0   2   1.90  10.60
275.0-285.0   5   0.96  12.04
285.0-295.0  11   3.24  12.75
295.0-305.0   6   5.84  14.28
305.0-315.0   6   2.71  21.97
315.0-325.0   3   1.69  15.17
325.0-335.0   3   1.98  11.67
335.0-345.0   8   1.90  12.09
345.0-355.0   5   3.09  12.24
