355.0-005.0   2   0.45   5.95
005.0-015.0   3   1.19  10.07
015.0-025.0   2   4.65   9.35
025.0-035.0   2   0.15  12.75
035.0-045.0   3   1.60  11.33
045.0-055.0   1    N/A  15.30
055.0-065.0   2   1.00  19.90
065.0-075.0   2   1.55  16.75
075.0-085.0   3   0.57  12.60
085.0-095.0   4   1.27  16.90
095.0-105.0   9   2.39  12.69
105.0-115.0   6   1.64  10.50
115.0-125.0   8   2.67   9.86
125.0-135.0   2   0.00  12.20
135.0-145.0   5   1.67  13.12
145.0-155.0   2   2.90  15.70
155.0-165.0   7   2.44  13.76
165.0-175.0   5   3.50   9.30
175.0-185.0   1    N/A   6.70
185.0-195.0   4   1.95   4.15
195.0-205.0   2   0.05   3.15
205.0-215.0   1    N/A   3.00
215.0-225.0   4   1.65   4.15
225.0-235.0   1    N/A   0.90
235.0-245.0   1    N/A   1.50
245.0-255.0   2   1.75   3.25
255.0-265.0   3   0.54   5.87
265.0-275.0   2   1.00   2.40
275.0-285.0   5   1.75   6.58
285.0-295.0  11   3.00   5.49
295.0-305.0   6   5.74   9.38
305.0-315.0   6   3.66  13.82
315.0-325.0   3   1.05  11.03
325.0-335.0   3   1.76   6.80
335.0-345.0   8   1.87   5.84
345.0-355.0   5   2.18   5.76
