355.0-005.0 194   1.72   6.58
005.0-015.0 204   1.81   8.29
015.0-025.0 214   1.80   9.97
025.0-035.0 252   2.25  11.15
035.0-045.0 256   2.15  12.73
045.0-055.0 260   2.12  14.67
055.0-065.0 352   2.37  15.65
065.0-075.0 354   2.42  14.88
075.0-085.0 350   2.51  14.36
085.0-095.0 396   2.54  13.03
095.0-105.0 326   1.95  12.18
105.0-115.0 286   1.77  11.71
115.0-125.0 270   1.75  11.15
125.0-135.0 176   1.39  12.00
135.0-145.0 196   1.95  11.43
145.0-155.0 168   1.77  11.33
155.0-165.0 164   2.07   9.83
165.0-175.0 162   2.03   9.40
175.0-185.0 178   1.68   7.90
185.0-195.0 188   1.79   6.14
195.0-205.0 210   1.46   4.94
205.0-215.0 228   1.38   4.59
215.0-225.0 230   1.27   2.65
225.0-235.0 242   1.25   2.83
235.0-245.0 292   1.18   2.53
245.0-255.0 324   1.07   2.58
255.0-265.0 344   1.42   3.53
265.0-275.0 426   1.57   3.82
275.0-285.0 314   1.52   4.59
285.0-295.0 334   2.21   6.04
295.0-305.0 304   2.70   9.74
305.0-315.0 214   2.09  11.44
315.0-325.0 206   1.93   7.80
325.0-335.0 186   1.68   5.45
335.0-345.0 172   1.53   5.05
345.0-355.0 168   1.60   5.48
