355.0-005.0   6   1.31  10.08
005.0-015.0   2   1.30  10.50
015.0-025.0   2   0.30  18.10
025.0-035.0   3   1.87  15.23
035.0-045.0   1    N/A  20.00
045.0-055.0   3   3.31  16.83
055.0-065.0   5   3.08  17.18
065.0-075.0   1    N/A  21.50
075.0-085.0   3   3.67  19.27
085.0-095.0   4   7.47  22.00
095.0-105.0  11   2.21  15.39
105.0-115.0   4   0.63  14.82
115.0-125.0   6   3.86  15.45
125.0-135.0   3   2.92  16.00
135.0-145.0   2   0.90  17.20
145.0-155.0   5   3.19  19.02
155.0-165.0   1    N/A  15.60
165.0-175.0   6   1.30  11.87
175.0-185.0   6   1.52  11.68
185.0-195.0   2   1.75   9.05
195.0-205.0   2   0.15   7.45
205.0-215.0   3   1.63   7.90
215.0-225.0   1    N/A   6.60
225.0-235.0   3   1.37   6.50
235.0-245.0   4   1.00   9.08
245.0-255.0   1    N/A   4.90
255.0-265.0   3   2.98   9.27
265.0-275.0   4   1.34  10.30
275.0-285.0   4   2.27  10.78
285.0-295.0  10   3.11  10.74
295.0-305.0   5   4.56  16.22
305.0-315.0   6   3.32  17.78
315.0-325.0   2   1.35  12.85
325.0-335.0   4   1.15   9.57
335.0-345.0   2   1.45  10.55
345.0-355.0   6   1.13   9.88
