355.0-005.0 190   2.49  10.23
005.0-015.0 190   2.17   8.91
015.0-025.0 200   2.26   9.12
025.0-035.0 250   2.68   8.92
035.0-045.0 242   2.89   9.87
045.0-055.0 264   2.56   8.23
055.0-065.0 326   2.94   7.63
065.0-075.0 310   2.83   6.69
075.0-085.0 308   3.13   6.73
085.0-095.0 360   2.96   7.24
095.0-105.0 300   2.93   8.95
105.0-115.0 270   3.05   9.45
115.0-125.0 252   2.89   9.16
125.0-135.0 160   2.16  10.45
135.0-145.0 186   2.45  10.51
145.0-155.0 164   2.67  10.98
155.0-165.0 160   3.33  11.55
165.0-175.0 154   2.24  11.97
175.0-185.0 174   2.36  10.15
185.0-195.0 180   2.62   8.95
195.0-205.0 192   2.37   7.59
205.0-215.0 222   2.80   7.24
215.0-225.0 226   2.72   7.14
225.0-235.0 232   2.73   7.33
235.0-245.0 290   2.75   7.01
245.0-255.0 294   2.67   8.17
255.0-265.0 302   3.09   8.79
265.0-275.0 380   3.20   9.21
275.0-285.0 280   3.22   9.98
285.0-295.0 314   2.90  10.26
295.0-305.0 284   3.06  12.51
305.0-315.0 194   2.80  14.30
315.0-325.0 194   3.23  15.21
325.0-335.0 180   2.94  14.39
335.0-345.0 166   2.40  13.82
345.0-355.0 162   2.13  13.48
