355.0-005.0 194   1.81  10.93
005.0-015.0 194   2.05  14.06
015.0-025.0 214   2.05  15.15
025.0-035.0 256   2.68  16.79
035.0-045.0 254   2.43  18.45
045.0-055.0 254   2.35  18.44
055.0-065.0 350   2.62  18.34
065.0-075.0 356   2.20  16.73
075.0-085.0 358   2.63  15.59
085.0-095.0 396   2.34  13.55
095.0-105.0 328   1.99  11.86
105.0-115.0 292   2.09  10.82
115.0-125.0 272   1.89   9.87
125.0-135.0 176   1.63  10.06
135.0-145.0 196   1.83   9.76
145.0-155.0 168   1.66   9.39
155.0-165.0 164   2.07   8.04
165.0-175.0 162   1.94   7.42
175.0-185.0 178   2.09   6.47
185.0-195.0 182   1.87   5.25
195.0-205.0 206   1.50   4.01
205.0-215.0 226   1.27   4.19
215.0-225.0 236   1.33   3.34
225.0-235.0 232   1.50   3.34
235.0-245.0 290   1.38   3.56
245.0-255.0 324   2.06   5.07
255.0-265.0 352   2.64   6.90
265.0-275.0 430   2.20   7.66
275.0-285.0 314   2.13   7.11
285.0-295.0 340   2.07   7.02
295.0-305.0 306   2.46   9.98
305.0-315.0 216   1.92  11.42
315.0-325.0 208   1.66   9.02
325.0-335.0 184   1.81   8.76
335.0-345.0 170   1.78   9.06
345.0-355.0 170   1.61   9.42
