355.0-005.0   2   2.05   8.75
005.0-015.0   2   0.85  13.15
015.0-025.0   3   2.13  12.20
025.0-035.0   4   0.94  13.12
035.0-045.0   4   0.67  16.30
045.0-055.0   4   2.14  15.95
055.0-065.0   5   2.73  15.00
065.0-075.0   7   2.22  13.69
075.0-085.0   5   3.65  13.40
085.0-095.0   8   1.34   9.31
095.0-105.0   2   0.80   9.10
105.0-115.0   4   1.38   8.40
115.0-125.0   5   0.47   7.54
125.0-135.0   1    N/A   3.30
135.0-145.0   3   1.07   8.13
145.0-155.0   3   1.44   9.50
155.0-165.0   3   1.75  12.13
165.0-175.0   3   1.62  10.77
175.0-185.0   2   5.20  10.00
185.0-195.0   2   2.20   8.50
195.0-205.0   3   0.25   6.97
205.0-215.0   3   2.02   4.37
215.0-225.0   4   1.39   2.73
225.0-235.0   4   0.15   3.42
235.0-245.0   6   1.88   3.07
245.0-255.0   3   1.36   3.50
255.0-265.0   7   1.06   4.76
265.0-275.0   8   0.96   4.41
275.0-285.0   4   0.78   3.02
285.0-295.0   4   0.89   3.28
295.0-305.0   4   1.72   6.22
305.0-315.0   2   0.50   5.90
315.0-325.0   3   1.00   6.80
325.0-335.0   3   1.85   5.10
335.0-345.0   3   0.71   6.37
345.0-355.0   3   1.77   7.97
