355.0-005.0  44   1.67   4.22
005.0-015.0  38   2.14   6.26
015.0-025.0  37   1.76   6.24
025.0-035.0  28   1.80   5.40
035.0-045.0  31   1.51   4.40
045.0-055.0  25   1.12   3.31
055.0-065.0  34   1.65   3.53
065.0-075.0  23   1.09   2.68
075.0-085.0  41   1.45   3.46
085.0-095.0  45   2.15   3.52
095.0-105.0  44   1.62   3.62
105.0-115.0  29   1.46   3.09
115.0-125.0  56   2.24   4.83
125.0-135.0  35   1.56   3.97
135.0-145.0  55   1.65   3.41
145.0-155.0  39   2.24   3.95
155.0-165.0  38   2.03   4.33
165.0-175.0  40   1.67   5.60
175.0-185.0  40   1.58   4.42
185.0-195.0  36   1.48   5.49
195.0-205.0  38   1.29   3.97
205.0-215.0  19   1.28   5.13
215.0-225.0  35   1.85   3.93
225.0-235.0  26   1.38   3.00
235.0-245.0  23   1.51   3.17
245.0-255.0  30   2.10   3.27
255.0-265.0  33   1.30   3.34
265.0-275.0  41   2.25   3.69
275.0-285.0  42   2.63   3.77
285.0-295.0  39   1.61   4.25
295.0-305.0  51   2.36   4.24
305.0-315.0  46   2.39   4.51
315.0-325.0  51   1.63   4.96
325.0-335.0  43   1.88   5.09
335.0-345.0  45   2.51   5.85
345.0-355.0  40   1.85   6.20
