355.0-005.0 192   1.45   6.05
005.0-015.0 194   1.92   7.03
015.0-025.0 214   1.82   8.77
025.0-035.0 258   2.32   8.38
035.0-045.0 256   1.90   9.18
045.0-055.0 278   1.90   9.22
055.0-065.0 348   1.98   9.61
065.0-075.0 358   1.96   8.45
075.0-085.0 346   2.21   8.29
085.0-095.0 382   1.98   7.49
095.0-105.0 314   1.85   8.08
105.0-115.0 272   1.73   8.10
115.0-125.0 260   1.92   8.34
125.0-135.0 164   1.71   9.47
135.0-145.0 192   1.89   9.29
145.0-155.0 164   2.03   9.42
155.0-165.0 158   1.96   8.29
165.0-175.0 156   2.16   7.54
175.0-185.0 178   1.81   6.57
185.0-195.0 178   1.59   5.54
195.0-205.0 210   1.63   5.20
205.0-215.0 230   1.35   4.62
215.0-225.0 234   1.29   4.01
225.0-235.0 244   1.33   3.64
235.0-245.0 304   1.74   4.44
245.0-255.0 328   2.10   6.02
255.0-265.0 344   2.30   8.04
265.0-275.0 418   2.06   7.96
275.0-285.0 298   1.84   6.51
285.0-295.0 322   2.09   6.98
295.0-305.0 292   1.81   8.88
305.0-315.0 198   1.52   9.56
315.0-325.0 202   1.65   7.82
325.0-335.0 180   1.49   6.00
335.0-345.0 166   1.28   5.68
345.0-355.0 164   1.48   5.94
