355.0-005.0 192   2.16   9.14
005.0-015.0 202   2.56  13.17
015.0-025.0 202   2.40  14.44
025.0-035.0 242   3.03  16.10
035.0-045.0 226   2.52  16.96
045.0-055.0 228   2.62  16.44
055.0-065.0 290   2.90  16.51
065.0-075.0 260   2.13  15.12
075.0-085.0 258   2.36  13.59
085.0-095.0 290   2.73  12.67
095.0-105.0 226   1.88  11.66
105.0-115.0 230   2.18  11.77
115.0-125.0 218   2.33  10.89
125.0-135.0 158   2.06  11.93
135.0-145.0 188   2.25  11.93
145.0-155.0 168   2.27  12.33
155.0-165.0 162   2.20  10.96
165.0-175.0 158   2.23  10.36
175.0-185.0 178   2.24   8.31
185.0-195.0 184   2.26   7.35
195.0-205.0 200   1.96   6.33
205.0-215.0 218   1.79   5.53
215.0-225.0 212   1.80   3.97
225.0-235.0 200   1.59   3.70
235.0-245.0 264   1.61   2.76
245.0-255.0 262   1.41   2.05
255.0-265.0 248   1.41   2.39
265.0-275.0 302   1.26   2.30
275.0-285.0 240   1.31   2.20
285.0-295.0 240   1.33   2.41
295.0-305.0 234   1.44   2.90
305.0-315.0 186   1.57   3.10
315.0-325.0 194   1.65   4.80
325.0-335.0 182   1.96   6.89
335.0-345.0 170   1.94   7.45
345.0-355.0 164   1.76   8.69
