355.0-005.0  67   2.50   7.92
005.0-015.0  82   2.67   7.46
015.0-025.0  74   2.34   6.69
025.0-035.0  97   2.10   6.83
035.0-045.0  83   2.16   5.90
045.0-055.0  68   2.09   4.94
055.0-065.0  71   1.92   4.10
065.0-075.0  53   1.80   3.57
075.0-085.0  38   1.88   4.15
085.0-095.0  55   1.81   3.47
095.0-105.0  27   1.23   6.10
105.0-115.0  34   1.75   5.15
115.0-125.0  44   2.82   5.59
125.0-135.0  35   1.74   5.47
135.0-145.0  47   1.71   5.58
145.0-155.0  55   2.23   5.96
155.0-165.0  50   2.66   7.24
165.0-175.0  51   2.42   8.29
175.0-185.0  63   2.66   7.09
185.0-195.0  77   2.42   7.71
195.0-205.0  71   2.14   6.43
205.0-215.0  91   2.18   5.57
215.0-225.0  71   1.89   4.42
225.0-235.0  69   2.17   4.51
235.0-245.0  76   1.97   4.78
245.0-255.0  56   1.83   4.95
255.0-265.0  41   2.03   4.82
265.0-275.0  59   1.97   5.61
275.0-285.0  33   2.01   7.85
285.0-295.0  30   2.19   7.24
295.0-305.0  44   1.90   8.70
305.0-315.0  33   2.38  10.29
315.0-325.0  44   2.82  11.79
325.0-335.0  64   3.04   9.45
335.0-345.0  51   2.25   9.06
345.0-355.0  52   2.30  10.00
