355.0-005.0   4   2.89  10.58
005.0-015.0   4   1.72   9.20
015.0-025.0   4   3.50  10.40
025.0-035.0   4   1.19   7.22
035.0-045.0   2   0.55   6.55
045.0-055.0   4   1.24   7.05
055.0-065.0   4   0.93   1.70
065.0-075.0   3   0.62   5.30
075.0-085.0   5   2.47   4.06
085.0-095.0   6   2.19   4.33
095.0-105.0   6   1.68   5.55
105.0-115.0   3   1.11   5.27
115.0-125.0   2   0.80   2.50
125.0-135.0   3   0.66   4.27
135.0-145.0   1    N/A   5.80
145.0-155.0   1    N/A   4.00
155.0-165.0   5   2.05   6.10
165.0-175.0   4   2.90   8.43
175.0-185.0   3   0.57   9.33
185.0-195.0   3   1.09   7.17
195.0-205.0   4   0.55   6.25
205.0-215.0   4   2.27   7.38
215.0-225.0   2   1.50   3.90
225.0-235.0   4   1.05   5.27
235.0-245.0   3   2.50   4.57
245.0-255.0   4   2.13   5.62
255.0-265.0   3   1.30   7.33
265.0-275.0   8   2.42   4.97
275.0-285.0   4   0.54   6.07
285.0-295.0   6   2.71   6.78
295.0-305.0   1    N/A   5.90
305.0-315.0   3   1.18  11.17
315.0-325.0   2   1.40   6.10
325.0-335.0   1    N/A   5.80
335.0-345.0   5   3.08   9.76
345.0-355.0   3   1.89  10.67
