355.0-005.0   4   1.08   6.47
005.0-015.0   3   3.10   8.83
015.0-025.0   3   0.83   4.03
025.0-035.0   3   2.98   8.43
035.0-045.0   6   2.26   7.33
045.0-055.0   3   2.79   3.93
055.0-065.0   6   2.46   3.47
065.0-075.0   3   0.90   2.97
075.0-085.0   1    N/A   2.40
085.0-095.0   3   1.75   3.83
095.0-105.0   2   0.15   4.05
105.0-115.0   2   2.90   5.70
115.0-125.0   3   2.66   5.87
125.0-135.0   3   1.98   7.20
135.0-145.0   2   0.95   6.75
145.0-155.0   5   2.00   4.54
155.0-165.0   3   4.00   8.87
165.0-175.0   3   3.12   7.87
175.0-185.0   3   1.84   5.60
185.0-195.0   4   0.52   9.60
195.0-205.0   3   3.19   4.77
205.0-215.0   2   3.30   8.00
215.0-225.0   6   1.40   3.47
225.0-235.0   3   1.47   2.70
235.0-245.0   6   1.82   5.75
245.0-255.0   4   2.85   5.33
255.0-265.0   1    N/A   6.10
265.0-275.0   3   1.18   6.00
275.0-285.0   2   1.85   7.75
285.0-295.0   2   3.35   6.55
295.0-305.0   2   3.45   8.75
305.0-315.0   2   2.80  13.80
315.0-325.0   4   1.79  10.55
325.0-335.0   3   3.32   7.07
335.0-345.0   5   4.15  10.60
345.0-355.0   3   3.32   6.53
