355.0-005.0   1    N/A   9.90
005.0-015.0   3   1.01   3.17
015.0-025.0   2   2.25   6.05
025.0-035.0   2   1.60   8.70
035.0-045.0   3   1.47   6.23
045.0-055.0   1    N/A   2.90
055.0-065.0   2   0.15   1.95
065.0-075.0   1    N/A   3.90
075.0-085.0   3   0.42   3.60
085.0-095.0   4   3.74   4.83
095.0-105.0   8   1.98   3.81
105.0-115.0   6   2.01   4.13
115.0-125.0   7   2.55   5.83
125.0-135.0   2   0.05   3.25
135.0-145.0   5   1.65   5.96
145.0-155.0   2   0.20   5.80
155.0-165.0   7   2.79   9.04
165.0-175.0   4   2.13   7.93
175.0-185.0   1    N/A   8.50
185.0-195.0   3   2.24   6.80
195.0-205.0   2   3.40   8.10
205.0-215.0   1    N/A   4.80
215.0-225.0   4   1.46   5.58
225.0-235.0   1    N/A   0.50
235.0-245.0   1    N/A   2.40
245.0-255.0   2   0.80   4.50
255.0-265.0   3   1.41   4.13
265.0-275.0   1    N/A   7.30
275.0-285.0   5   3.47   6.56
285.0-295.0  10   3.42   7.93
295.0-305.0   6   2.48   8.15
305.0-315.0   5   2.78   8.06
315.0-325.0   3   2.09  11.90
325.0-335.0   3   3.55  11.07
335.0-345.0   8   3.65   9.04
345.0-355.0   4   1.29  10.68
