355.0-005.0 146   2.20   4.88
005.0-015.0 140   2.44   4.65
015.0-025.0 168   1.64   4.78
025.0-035.0 154   1.89   4.61
035.0-045.0 138   1.59   4.50
045.0-055.0 144   1.75   3.79
055.0-065.0 176   1.72   3.64
065.0-075.0 162   2.17   4.32
075.0-085.0 164   1.45   4.04
085.0-095.0 208   2.02   3.92
095.0-105.0 172   2.23   4.09
105.0-115.0 158   1.78   3.84
115.0-125.0 162   2.05   4.44
125.0-135.0 106   1.49   3.95
135.0-145.0 118   2.13   4.28
145.0-155.0 128   1.74   4.66
155.0-165.0 132   2.39   5.08
165.0-175.0 124   2.31   4.98
175.0-185.0 136   1.98   4.70
185.0-195.0 130   1.81   4.68
195.0-205.0 158   2.46   4.44
205.0-215.0 148   1.57   3.95
215.0-225.0 130   1.69   3.25
225.0-235.0 132   1.98   3.87
235.0-245.0 158   1.99   4.10
245.0-255.0 162   1.66   4.16
255.0-265.0 156   1.52   3.43
265.0-275.0 214   2.33   4.67
275.0-285.0 160   2.42   4.50
285.0-295.0 184   2.24   4.89
295.0-305.0 168   2.77   6.26
305.0-315.0 132   2.41   7.55
315.0-325.0 126   2.99   8.73
325.0-335.0 126   2.80   7.63
335.0-345.0 136   2.75   7.42
345.0-355.0 128   2.81   6.83
