355.0-005.0 194   1.75  11.03
005.0-015.0 204   2.14  14.01
015.0-025.0 218   2.11  15.19
025.0-035.0 264   2.60  16.46
035.0-045.0 264   2.60  18.51
045.0-055.0 284   2.78  19.06
055.0-065.0 368   2.81  18.97
065.0-075.0 366   2.41  17.75
075.0-085.0 358   2.71  16.50
085.0-095.0 396   2.63  14.92
095.0-105.0 330   2.06  14.22
105.0-115.0 292   2.07  13.42
115.0-125.0 272   2.32  12.70
125.0-135.0 176   1.76  13.64
135.0-145.0 198   1.79  13.14
145.0-155.0 168   1.97  13.25
155.0-165.0 166   2.25  12.43
165.0-175.0 162   2.07  11.93
175.0-185.0 178   1.63  10.60
185.0-195.0 188   1.47   8.82
195.0-205.0 214   1.45   7.89
205.0-215.0 234   1.61   7.69
215.0-225.0 240   1.59   6.56
225.0-235.0 250   1.39   6.24
235.0-245.0 316   1.76   6.77
245.0-255.0 338   2.51   9.03
255.0-265.0 358   2.72  11.83
265.0-275.0 430   2.18  11.54
275.0-285.0 314   1.62  10.10
285.0-295.0 342   1.67   9.91
295.0-305.0 306   2.20  12.51
305.0-315.0 216   2.08  13.85
315.0-325.0 208   1.81  11.52
325.0-335.0 186   1.56  10.01
335.0-345.0 172   1.56  10.35
345.0-355.0 170   1.53  10.81
