355.0-005.0 194   2.09  11.09
005.0-015.0 204   2.34   9.90
015.0-025.0 212   2.18   8.63
025.0-035.0 264   2.31   9.79
035.0-045.0 260   2.30  11.05
045.0-055.0 284   2.12  11.44
055.0-065.0 368   2.53  10.35
065.0-075.0 364   2.14   9.00
075.0-085.0 354   2.55   8.34
085.0-095.0 388   2.49   8.59
095.0-105.0 326   2.80   9.38
105.0-115.0 292   2.40  11.33
115.0-125.0 272   2.57  11.89
125.0-135.0 182   1.84  13.87
135.0-145.0 200   2.51  13.50
145.0-155.0 168   2.28  13.73
155.0-165.0 166   2.00  13.43
165.0-175.0 162   1.96  13.06
175.0-185.0 178   2.25  11.46
185.0-195.0 188   2.02  10.25
195.0-205.0 208   2.42   9.65
205.0-215.0 234   2.61   9.92
215.0-225.0 238   2.47   8.96
225.0-235.0 248   2.25   8.75
235.0-245.0 316   2.61   9.79
245.0-255.0 338   3.03  13.92
255.0-265.0 354   3.31  17.51
265.0-275.0 424   3.81  17.76
275.0-285.0 310   3.01  16.42
285.0-295.0 338   2.87  16.90
295.0-305.0 306   3.40  18.81
305.0-315.0 216   3.35  18.89
315.0-325.0 216   3.51  15.28
325.0-335.0 186   1.86  10.77
335.0-345.0 172   2.12  11.08
345.0-355.0 170   2.06  12.02
