355.0-005.0 176   1.65   6.34
005.0-015.0 172   2.07   5.54
015.0-025.0 202   2.01   5.29
025.0-035.0 230   1.95   5.67
035.0-045.0 218   2.01   4.87
045.0-055.0 230   2.02   4.74
055.0-065.0 314   1.93   4.27
065.0-075.0 292   2.48   4.14
075.0-085.0 298   2.09   4.24
085.0-095.0 354   2.13   4.47
095.0-105.0 282   2.26   6.23
105.0-115.0 266   2.22   6.21
115.0-125.0 254   2.22   6.56
125.0-135.0 170   2.04   8.59
135.0-145.0 188   1.95   8.41
145.0-155.0 162   1.89   8.24
155.0-165.0 152   1.52   6.93
165.0-175.0 142   1.98   6.48
175.0-185.0 164   1.92   5.42
185.0-195.0 160   2.13   4.91
195.0-205.0 194   2.35   5.06
205.0-215.0 208   2.13   5.32
215.0-225.0 204   2.03   5.41
225.0-235.0 198   1.98   5.39
235.0-245.0 274   2.71   6.76
245.0-255.0 274   2.83   9.65
255.0-265.0 294   3.13  11.45
265.0-275.0 376   3.69  11.89
275.0-285.0 272   2.42  10.00
285.0-295.0 296   2.96  10.31
295.0-305.0 286   2.50  12.49
305.0-315.0 198   2.24  12.89
315.0-325.0 202   2.00  10.47
325.0-335.0 180   2.17   8.60
335.0-345.0 158   1.70   7.54
345.0-355.0 152   1.68   7.66
