355.0-005.0   4   3.57  13.75
005.0-015.0   5   3.60  14.28
015.0-025.0   5   2.97  18.18
025.0-035.0   4   4.55  17.67
035.0-045.0   7   2.58  22.93
045.0-055.0   5   2.50  19.76
055.0-065.0   7   2.73  19.99
065.0-075.0   6   3.19  18.83
075.0-085.0   1    N/A   9.20
085.0-095.0   1    N/A  16.10
095.0-105.0   1    N/A  19.10
105.0-115.0   2   0.70  14.00
115.0-125.0   1    N/A  18.30
125.0-135.0   3   1.77  21.60
135.0-145.0   3   1.03  19.67
145.0-155.0   3   2.29  15.47
155.0-165.0   4   2.23  13.27
165.0-175.0   3   0.68  13.37
175.0-185.0   4   2.12  10.70
185.0-195.0   5   1.94   7.50
195.0-205.0   5   2.63   8.70
205.0-215.0   4   1.68   7.97
215.0-225.0   5   1.93   3.96
225.0-235.0   4   1.94   3.02
235.0-245.0   8   0.93   2.47
245.0-255.0   5   1.17   3.74
255.0-265.0   3   1.31   1.83
265.0-275.0   1    N/A   2.40
275.0-285.0   2   0.15   2.95
285.0-295.0   2   3.20   5.10
295.0-305.0   1    N/A   8.20
305.0-315.0   1    N/A   7.00
315.0-325.0   3   1.34   6.40
325.0-335.0   5   3.83  12.24
335.0-345.0   3   0.50  10.37
345.0-355.0   4   0.87  11.65
