355.0-005.0 192   2.33   7.11
005.0-015.0 196   2.67   9.91
015.0-025.0 204   2.23  12.08
025.0-035.0 256   2.72  13.80
035.0-045.0 232   2.50  15.75
045.0-055.0 212   2.68  16.28
055.0-065.0 276   2.87  16.78
065.0-075.0 258   2.17  16.06
075.0-085.0 234   2.60  14.84
085.0-095.0 298   2.62  13.71
095.0-105.0 246   2.20  13.61
105.0-115.0 206   2.28  14.25
115.0-125.0 202   2.47  14.64
125.0-135.0 132   2.04  15.37
135.0-145.0 154   2.25  15.24
145.0-155.0 158   2.21  14.91
155.0-165.0 162   2.51  13.36
165.0-175.0 154   2.40  12.22
175.0-185.0 176   2.42   9.98
185.0-195.0 182   2.16   8.16
195.0-205.0 198   2.17   7.03
205.0-215.0 228   2.08   6.00
215.0-225.0 220   1.76   3.86
225.0-235.0 202   1.61   4.08
235.0-245.0 244   1.47   3.36
245.0-255.0 246   1.35   2.38
255.0-265.0 250   1.31   2.36
265.0-275.0 292   1.27   2.35
275.0-285.0 240   1.07   2.18
285.0-295.0 242   1.02   1.90
295.0-305.0 222   1.35   2.28
305.0-315.0 158   1.21   2.43
315.0-325.0 162   1.32   2.88
325.0-335.0 164   1.41   4.03
335.0-345.0 164   1.53   4.22
345.0-355.0 162   1.92   5.92
