355.0-005.0 168   2.25   6.95
005.0-015.0 166   1.96   5.79
015.0-025.0 196   2.43   7.60
025.0-035.0 230   2.40   7.63
035.0-045.0 234   2.80   7.83
045.0-055.0 240   2.87   7.21
055.0-065.0 280   2.60   7.06
065.0-075.0 270   2.78   4.93
075.0-085.0 262   2.53   4.92
085.0-095.0 286   2.56   5.50
095.0-105.0 240   2.34   5.53
105.0-115.0 208   2.58   5.60
115.0-125.0 192   1.99   5.44
125.0-135.0 154   2.67   5.26
135.0-145.0 170   1.91   5.46
145.0-155.0 140   2.63   6.11
155.0-165.0 144   2.45   6.84
165.0-175.0 122   3.12   7.59
175.0-185.0 158   2.27   6.79
185.0-195.0 148   2.20   6.95
195.0-205.0 194   2.47   7.59
205.0-215.0 204   2.62   7.60
215.0-225.0 220   3.07   8.05
225.0-235.0 210   2.79   7.55
235.0-245.0 264   2.97   7.48
245.0-255.0 238   2.45   7.21
255.0-265.0 268   2.90   7.51
265.0-275.0 300   2.91   7.07
275.0-285.0 232   2.84   7.20
285.0-295.0 256   3.11   6.86
295.0-305.0 218   3.12   7.60
305.0-315.0 168   2.98   8.38
315.0-325.0 178   2.60   8.88
325.0-335.0 154   2.29   8.04
335.0-345.0 152   2.19   7.47
345.0-355.0 128   2.12   8.13
