355.0-005.0 174   2.19   8.45
005.0-015.0 170   2.40  10.50
015.0-025.0 204   2.58  11.01
025.0-035.0 240   3.18  14.04
035.0-045.0 246   2.80  16.74
045.0-055.0 252   2.72  17.76
055.0-065.0 346   3.26  17.81
065.0-075.0 360   3.01  15.81
075.0-085.0 350   3.47  14.56
085.0-095.0 390   2.94  12.83
095.0-105.0 318   2.72  10.73
105.0-115.0 282   2.12   8.25
115.0-125.0 264   2.23   7.09
125.0-135.0 168   1.57   5.80
135.0-145.0 174   1.50   5.19
145.0-155.0 148   1.47   4.96
155.0-165.0 134   1.38   4.03
165.0-175.0 146   1.29   3.70
175.0-185.0 164   1.33   3.78
185.0-195.0 150   1.56   3.67
195.0-205.0 200   1.55   3.43
205.0-215.0 218   1.31   3.83
215.0-225.0 220   1.52   4.25
225.0-235.0 226   1.87   4.76
235.0-245.0 294   2.00   6.20
245.0-255.0 324   2.74   8.80
255.0-265.0 348   3.47  10.91
265.0-275.0 424   3.31  11.47
275.0-285.0 304   2.73   9.10
285.0-295.0 334   2.52   8.84
295.0-305.0 294   3.03  11.64
305.0-315.0 208   2.45  12.51
315.0-325.0 188   2.00   8.80
325.0-335.0 166   1.68   7.27
335.0-345.0 136   1.77   7.20
345.0-355.0 152   1.74   7.10
