355.0-005.0   2   2.70  13.90
005.0-015.0   2   0.60  13.20
015.0-025.0   3   3.69  17.90
025.0-035.0   9   5.02  25.28
035.0-045.0   4   3.16  26.25
045.0-055.0   6   2.75  24.98
055.0-065.0   3   4.75  27.37
065.0-075.0   6   5.42  25.22
075.0-085.0   3   8.29  23.67
085.0-095.0   6   6.22  25.33
095.0-105.0   2   3.55  20.15
105.0-115.0   7   3.44  16.16
115.0-125.0   4   4.92  14.62
125.0-135.0   3   3.35  13.60
135.0-145.0   1    N/A   8.00
145.0-155.0   2   0.75  14.45
155.0-165.0   2   1.85  10.45
165.0-175.0   2   3.00  16.80
175.0-185.0   2   0.85  10.95
185.0-195.0   2   0.85   7.85
195.0-205.0   3   1.13   4.60
205.0-215.0   7   2.31   4.39
215.0-225.0   5   1.48   5.62
225.0-235.0   6   1.57   7.03
235.0-245.0   4   1.09   9.35
245.0-255.0   3   1.98  15.50
255.0-265.0   5   5.27  18.22
265.0-275.0   5   2.96  14.82
275.0-285.0   4   2.93  14.52
285.0-295.0   5   3.67  18.10
295.0-305.0   6   4.57  18.27
305.0-315.0   3   2.03  16.13
315.0-325.0   1    N/A  10.90
325.0-335.0   2   1.85  16.65
335.0-345.0   2   1.10  11.30
345.0-355.0   2   1.75  11.85
