355.0-005.0   9   0.74   5.93
005.0-015.0   5   3.77  10.46
015.0-025.0   2   0.10  10.20
025.0-035.0   3   1.63   9.70
035.0-045.0   2   0.75   9.75
045.0-055.0   1    N/A  11.40
055.0-065.0   2   1.35  19.85
065.0-075.0   2   0.35  11.45
075.0-085.0   1    N/A   5.70
085.0-095.0   1    N/A  11.90
095.0-105.0   2   2.00  10.20
105.0-115.0   5   1.93   5.24
115.0-125.0   8   1.96   7.42
125.0-135.0   4   1.23   8.97
135.0-145.0   6   2.49   8.93
145.0-155.0   1    N/A   7.20
155.0-165.0   6   1.54  12.52
165.0-175.0   5   4.32   8.90
175.0-185.0   9   1.67   5.34
185.0-195.0   3   2.50   4.73
195.0-205.0   4   1.48   4.47
205.0-215.0   2   0.25   2.45
215.0-225.0   3   1.38   2.37
225.0-235.0   1    N/A   0.60
235.0-245.0   2   1.05   4.75
245.0-255.0   1    N/A   7.30
255.0-265.0   1    N/A   4.30
265.0-275.0   2   0.85   6.15
275.0-285.0   1    N/A   7.50
285.0-295.0   2   1.40   5.30
295.0-305.0   8   2.93   6.10
305.0-315.0   7   2.30   6.64
315.0-325.0   7   1.84   6.84
325.0-335.0   1    N/A   7.60
335.0-345.0   6   1.95   6.63
345.0-355.0   5   1.99   5.78
