355.0-005.0 194   1.53   6.19
005.0-015.0 194   1.42   7.06
015.0-025.0 214   1.54   7.74
025.0-035.0 254   2.14   8.19
035.0-045.0 252   1.96   9.74
045.0-055.0 276   1.94  10.56
055.0-065.0 358   1.93  10.97
065.0-075.0 360   2.00  10.25
075.0-085.0 350   2.33   9.31
085.0-095.0 380   2.00   8.80
095.0-105.0 312   1.99   8.47
105.0-115.0 252   1.61   8.51
115.0-125.0 256   1.98   8.18
125.0-135.0 162   1.69   9.03
135.0-145.0 192   1.71   8.26
145.0-155.0 164   1.87   8.46
155.0-165.0 156   1.93   7.73
165.0-175.0 152   1.67   6.46
175.0-185.0 178   1.50   5.71
185.0-195.0 180   1.30   4.71
195.0-205.0 208   1.34   4.05
205.0-215.0 226   1.17   3.78
215.0-225.0 232   1.23   3.19
225.0-235.0 240   1.19   3.12
235.0-245.0 306   1.44   3.63
245.0-255.0 334   2.07   5.07
255.0-265.0 348   2.24   7.16
265.0-275.0 422   1.84   6.78
275.0-285.0 294   1.61   5.70
285.0-295.0 320   1.70   5.38
295.0-305.0 272   1.68   7.18
305.0-315.0 198   1.42   7.70
315.0-325.0 198   1.50   6.68
325.0-335.0 182   1.58   5.72
335.0-345.0 164   1.46   5.90
345.0-355.0 156   1.47   5.90
