355.0-005.0   4   2.11   5.33
005.0-015.0   2   1.00   4.30
015.0-025.0   4   1.06   6.78
025.0-035.0   7   1.86   8.91
035.0-045.0   1    N/A  11.80
045.0-055.0   5   0.88   8.40
055.0-065.0   4   1.75  11.90
065.0-075.0   3   1.43  12.63
075.0-085.0   3   2.50  13.27
085.0-095.0   9   2.10   8.99
095.0-105.0   6   2.49   8.23
105.0-115.0   3   0.61  10.33
115.0-125.0   4   2.56   7.33
125.0-135.0   3   1.18   9.10
135.0-145.0   1    N/A   3.70
145.0-155.0   1    N/A  12.40
155.0-165.0   4   3.05  10.68
165.0-175.0   2   1.15   7.25
175.0-185.0   4   2.69   5.70
185.0-195.0   2   0.90   3.70
195.0-205.0   4   1.06   4.60
205.0-215.0   7   1.38   4.89
215.0-225.0   1    N/A   0.50
225.0-235.0   4   0.76   1.02
235.0-245.0   3   2.68   4.30
245.0-255.0   4   1.45   5.25
255.0-265.0   3   1.84   8.60
265.0-275.0   7   2.24   6.10
275.0-285.0   8   1.95   5.34
285.0-295.0   3   1.20   4.50
295.0-305.0   3   1.92   7.33
305.0-315.0   4   1.10  10.35
315.0-325.0   1    N/A   6.90
325.0-335.0   2   3.75   5.05
335.0-345.0   4   2.17   5.38
345.0-355.0   2   3.10   5.10
