355.0-005.0 158   2.02  11.56
005.0-015.0 152   2.41  14.38
015.0-025.0 176   2.30  16.01
025.0-035.0 234   3.18  18.04
035.0-045.0 230   2.76  19.64
045.0-055.0 254   2.66  19.62
055.0-065.0 354   3.10  18.88
065.0-075.0 360   2.79  16.77
075.0-085.0 358   3.20  16.11
085.0-095.0 396   2.78  13.43
095.0-105.0 328   2.39  10.64
105.0-115.0 290   2.29   8.80
115.0-125.0 270   1.86   6.88
125.0-135.0 174   1.64   6.05
135.0-145.0 184   1.41   5.11
145.0-155.0 154   1.38   4.16
155.0-165.0 136   1.19   3.76
165.0-175.0 136   1.26   3.10
175.0-185.0 146   1.40   2.88
185.0-195.0 148   1.18   2.92
195.0-205.0 162   1.01   2.74
205.0-215.0 200   1.29   2.78
215.0-225.0 220   1.26   3.29
225.0-235.0 224   1.78   4.02
235.0-245.0 286   1.93   4.97
245.0-255.0 332   2.67   7.24
255.0-265.0 356   3.34   9.71
265.0-275.0 430   2.76  10.93
275.0-285.0 314   2.50  10.25
285.0-295.0 340   2.46   9.95
295.0-305.0 304   2.98  13.21
305.0-315.0 212   2.69  14.78
315.0-325.0 202   2.13  11.19
325.0-335.0 166   1.58   9.35
335.0-345.0 142   1.48   9.22
345.0-355.0 144   1.92  10.12
