355.0-005.0 190   1.23   6.32
005.0-015.0 202   1.87   7.66
015.0-025.0 214   1.70   9.04
025.0-035.0 258   2.09   9.94
035.0-045.0 256   2.22  11.41
045.0-055.0 274   2.06  13.32
055.0-065.0 354   2.68  14.23
065.0-075.0 338   2.33  13.69
075.0-085.0 348   2.31  13.48
085.0-095.0 392   2.38  12.60
095.0-105.0 308   1.88  12.02
105.0-115.0 286   1.59  10.99
115.0-125.0 266   1.76  10.84
125.0-135.0 176   1.45  11.86
135.0-145.0 198   1.93  11.70
145.0-155.0 160   1.78  11.75
155.0-165.0 166   1.94  10.43
165.0-175.0 160   2.11   9.94
175.0-185.0 176   1.64   8.25
185.0-195.0 186   1.57   6.62
195.0-205.0 210   1.52   5.35
205.0-215.0 228   1.37   4.91
215.0-225.0 234   1.17   3.06
225.0-235.0 242   1.32   2.97
235.0-245.0 306   1.34   2.45
245.0-255.0 324   1.10   2.21
255.0-265.0 334   1.25   2.73
265.0-275.0 422   1.05   2.69
275.0-285.0 304   1.17   2.96
285.0-295.0 326   1.15   2.96
295.0-305.0 298   1.45   4.61
305.0-315.0 212   1.13   5.42
315.0-325.0 208   1.24   4.32
325.0-335.0 180   1.16   3.96
335.0-345.0 170   1.19   4.17
345.0-355.0 170   1.20   5.10
