355.0-005.0   5   1.37  12.16
005.0-015.0   2   2.60  14.80
015.0-025.0   7   3.17  16.56
025.0-035.0   1    N/A  24.20
035.0-045.0   3   7.68  22.77
045.0-055.0   3   4.70  23.47
055.0-065.0   7   5.94  21.41
065.0-075.0   5   4.96  25.42
075.0-085.0   9   3.33  22.02
085.0-095.0   6   3.46  17.82
095.0-105.0   3   6.13  24.37
105.0-115.0   1    N/A  16.10
115.0-125.0   4   4.21  17.75
125.0-135.0   1    N/A  25.90
135.0-145.0   2   4.20  26.20
145.0-155.0   4   4.25  18.45
155.0-165.0   1    N/A  19.70
165.0-175.0   3   4.80  19.57
175.0-185.0   5   5.98  14.68
185.0-195.0   2   0.80  14.00
195.0-205.0   5   1.80  11.78
205.0-215.0   3   1.87  10.47
215.0-225.0   2   2.10  10.50
225.0-235.0   3   2.49   8.13
235.0-245.0   7   2.50   8.71
245.0-255.0   3   1.16   5.83
255.0-265.0   7   1.65   6.01
265.0-275.0  10   2.26   4.30
275.0-285.0   3   0.24   4.00
285.0-295.0   2   1.60   7.00
295.0-305.0   3   2.12   7.00
305.0-315.0   2   1.90   4.30
315.0-325.0   2   1.20   4.40
325.0-335.0   4   2.99  12.10
335.0-345.0   1    N/A  11.90
345.0-355.0   3   3.69   9.77
