355.0-005.0 186   2.90   9.07
005.0-015.0 180   2.56   8.14
015.0-025.0 178   2.60   7.30
025.0-035.0 208   2.64   6.46
035.0-045.0 194   2.73   5.54
045.0-055.0 216   2.26   5.98
055.0-065.0 262   2.57   5.97
065.0-075.0 260   2.46   5.64
075.0-085.0 274   2.79   5.01
085.0-095.0 324   2.76   5.74
095.0-105.0 292   3.05   8.01
105.0-115.0 264   3.51   7.96
115.0-125.0 242   2.70   7.39
125.0-135.0 160   2.52   8.24
135.0-145.0 178   2.31   7.96
145.0-155.0 154   2.59   8.43
155.0-165.0 152   2.66  10.39
165.0-175.0 148   2.92  10.05
175.0-185.0 172   2.91  10.62
185.0-195.0 170   1.82   8.69
195.0-205.0 176   2.45   7.09
205.0-215.0 186   3.01   6.37
215.0-225.0 178   3.04   7.57
225.0-235.0 186   2.71   6.18
235.0-245.0 224   2.72   7.70
245.0-255.0 238   2.77   7.92
255.0-265.0 270   3.11   7.91
265.0-275.0 346   3.47   8.38
275.0-285.0 262   2.90   9.75
285.0-295.0 310   3.03  10.76
295.0-305.0 278   3.01  12.15
305.0-315.0 192   2.48  12.45
315.0-325.0 182   2.56  10.81
325.0-335.0 174   2.42  10.04
335.0-345.0 156   2.98  10.30
345.0-355.0 152   2.71   9.93
