355.0-005.0 194   2.10  12.97
005.0-015.0 204   3.02  16.62
015.0-025.0 218   2.79  17.52
025.0-035.0 256   3.37  19.12
035.0-045.0 254   3.36  21.48
045.0-055.0 258   3.87  21.69
055.0-065.0 336   3.95  22.50
065.0-075.0 318   3.34  21.45
075.0-085.0 320   3.37  20.17
085.0-095.0 348   3.51  18.42
095.0-105.0 284   2.63  18.14
105.0-115.0 274   2.88  17.40
115.0-125.0 258   3.01  16.33
125.0-135.0 174   2.58  17.04
135.0-145.0 194   2.42  16.51
145.0-155.0 168   2.67  16.06
155.0-165.0 166   2.84  14.89
165.0-175.0 162   2.73  14.12
175.0-185.0 178   2.19  12.11
185.0-195.0 188   2.07  10.33
195.0-205.0 214   1.94   9.09
205.0-215.0 232   2.27   8.66
215.0-225.0 232   2.35   6.50
225.0-235.0 230   1.86   5.72
235.0-245.0 298   1.78   4.68
245.0-255.0 308   1.55   3.30
255.0-265.0 306   1.79   3.66
265.0-275.0 384   1.67   3.30
275.0-285.0 274   1.65   3.32
285.0-295.0 298   1.76   3.78
295.0-305.0 286   1.73   4.73
305.0-315.0 208   1.77   5.29
315.0-325.0 204   2.18   7.48
325.0-335.0 184   2.48  10.11
335.0-345.0 172   2.45  11.60
345.0-355.0 170   2.37  12.39
