355.0-005.0   4   1.01   8.82
005.0-015.0   2   0.80  10.20
015.0-025.0   2   1.30   6.90
025.0-035.0   4   2.92   6.40
035.0-045.0   2   0.90   7.30
045.0-055.0   3   2.88   4.33
055.0-065.0   1    N/A   8.10
065.0-075.0   6   4.00   4.72
075.0-085.0   5   4.79   8.10
085.0-095.0   4   1.96   3.45
095.0-105.0   2   1.05   4.65
105.0-115.0   2   4.35   7.85
115.0-125.0   1    N/A  10.20
125.0-135.0   2   2.80   3.80
135.0-145.0   1    N/A   1.00
145.0-155.0   4   3.20   7.50
155.0-165.0   3   1.88   6.60
165.0-175.0   1    N/A  12.50
175.0-185.0   4   1.66   4.22
185.0-195.0   2   5.20   8.40
195.0-205.0   2   0.50   2.00
205.0-215.0   4   1.63   3.72
215.0-225.0   2   1.10   1.20
225.0-235.0   1    N/A   0.80
235.0-245.0   2   0.05   1.35
245.0-255.0   5   3.25   7.02
255.0-265.0   4   3.42   5.33
265.0-275.0   7   1.29   5.37
275.0-285.0   2   0.40   0.40
285.0-295.0   1    N/A   6.20
295.0-305.0   1    N/A   2.70
305.0-315.0   2   1.95  11.45
315.0-325.0   1    N/A  15.20
325.0-335.0   4   1.62   9.35
335.0-345.0   3   0.63   8.03
345.0-355.0   2   0.40   5.20
