355.0-005.0 192   1.38   5.03
005.0-015.0 204   1.51   5.70
015.0-025.0 216   1.73   6.94
025.0-035.0 262   2.09   8.10
035.0-045.0 262   2.01  10.43
045.0-055.0 278   1.94  11.44
055.0-065.0 366   2.19  11.90
065.0-075.0 364   2.05  11.19
075.0-085.0 356   2.36  10.05
085.0-095.0 390   2.21   9.64
095.0-105.0 328   1.95   9.48
105.0-115.0 282   1.74   9.36
115.0-125.0 268   1.88   8.90
125.0-135.0 176   1.48   9.46
135.0-145.0 196   1.69   9.31
145.0-155.0 164   1.74   9.25
155.0-165.0 162   1.91   8.32
165.0-175.0 158   1.83   7.83
175.0-185.0 176   1.53   6.86
185.0-195.0 188   1.49   5.59
195.0-205.0 212   1.46   4.98
205.0-215.0 232   1.25   4.49
215.0-225.0 240   1.23   3.71
225.0-235.0 248   1.21   3.90
235.0-245.0 306   1.44   4.20
245.0-255.0 340   1.97   5.59
255.0-265.0 354   2.10   7.23
265.0-275.0 428   1.79   6.92
275.0-285.0 310   1.65   5.63
285.0-295.0 336   1.57   5.40
295.0-305.0 300   1.83   7.31
305.0-315.0 212   1.48   7.85
315.0-325.0 208   1.36   6.14
325.0-335.0 182   1.18   4.74
335.0-345.0 168   1.21   4.72
345.0-355.0 164   1.28   4.97
