355.0-005.0   4   1.29   4.35
005.0-015.0   1    N/A   4.50
015.0-025.0   2   0.55   8.05
025.0-035.0   3   1.61   9.60
035.0-045.0   1    N/A  13.00
045.0-055.0   2   0.25  13.55
055.0-065.0   5   1.36  11.94
065.0-075.0   3   1.43  10.87
075.0-085.0   5   1.14  12.44
085.0-095.0   9   1.61   8.91
095.0-105.0   7   1.44   7.89
105.0-115.0   5   2.58   7.82
115.0-125.0   5   1.19  10.42
125.0-135.0   3   0.57  11.73
135.0-145.0   3   1.76  13.87
145.0-155.0   4   2.06  11.40
155.0-165.0   4   2.95   9.50
165.0-175.0   1    N/A  11.80
175.0-185.0   4   1.42   4.75
185.0-195.0   1    N/A   3.70
195.0-205.0   2   0.55   3.85
205.0-215.0   1    N/A   5.30
215.0-225.0   3   1.70   3.60
225.0-235.0   2   0.95   4.35
235.0-245.0   3   0.54   7.93
245.0-255.0   4   3.36   7.53
255.0-265.0   4   3.44   8.75
265.0-275.0   5   1.53   8.12
275.0-285.0   9   1.48   4.68
285.0-295.0   7   1.81   5.40
295.0-305.0   7   2.92   9.87
305.0-315.0   2   0.05  10.15
315.0-325.0   4   0.38   8.05
325.0-335.0   4   0.47   5.47
335.0-345.0   3   2.89   4.30
345.0-355.0   2   1.60   6.40
