355.0-005.0   4   0.79   6.00
005.0-015.0   5   2.05   6.74
015.0-025.0   5   2.68   6.42
025.0-035.0   4   1.64   9.05
035.0-045.0   7   2.24  12.60
045.0-055.0   4   0.64  11.77
055.0-065.0   7   1.37  11.06
065.0-075.0   7   3.40  10.34
075.0-085.0   2   2.50   4.90
085.0-095.0   1    N/A  11.70
095.0-105.0   1    N/A  11.90
105.0-115.0   2   0.80  10.90
115.0-125.0   1    N/A  13.00
125.0-135.0   3   2.57  15.37
135.0-145.0   3   1.95  13.47
145.0-155.0   3   0.85  11.87
155.0-165.0   4   3.81   8.33
165.0-175.0   3   1.43   9.60
175.0-185.0   4   1.41   6.70
185.0-195.0   5   1.25   5.60
195.0-205.0   5   2.39   5.06
205.0-215.0   4   0.33   5.07
215.0-225.0   5   0.92   4.16
225.0-235.0   4   1.40   2.97
235.0-245.0   7   2.19   4.70
245.0-255.0   5   3.05   5.58
255.0-265.0   4   2.41   6.38
265.0-275.0   2   1.85   2.95
275.0-285.0   2   2.10   7.20
285.0-295.0   2   0.25   7.75
295.0-305.0   1    N/A  11.30
305.0-315.0   1    N/A  10.40
315.0-325.0   3   3.68   7.23
325.0-335.0   5   1.17   5.26
335.0-345.0   3   1.18   4.73
345.0-355.0   4   2.30   5.18
