355.0-005.0 148   1.91   6.71
005.0-015.0 160   2.42   8.90
015.0-025.0 180   2.17  10.19
025.0-035.0 216   2.62   8.14
035.0-045.0 220   2.49   8.72
045.0-055.0 244   2.54   8.90
055.0-065.0 326   2.58   9.23
065.0-075.0 332   2.86   8.91
075.0-085.0 334   2.82   8.61
085.0-095.0 358   2.27   7.64
095.0-105.0 288   2.54   6.28
105.0-115.0 236   1.81   5.11
115.0-125.0 234   1.73   4.77
125.0-135.0 162   1.37   5.00
135.0-145.0 166   1.84   4.45
145.0-155.0 142   1.59   4.03
155.0-165.0 126   1.39   4.38
165.0-175.0 114   1.18   4.26
175.0-185.0 140   1.58   3.79
185.0-195.0 142   1.63   3.65
195.0-205.0 180   1.51   3.73
205.0-215.0 196   1.45   3.33
215.0-225.0 194   1.38   3.38
225.0-235.0 220   1.71   4.15
235.0-245.0 280   1.80   4.81
245.0-255.0 304   2.61   6.92
255.0-265.0 322   2.97   9.62
265.0-275.0 396   2.66   8.12
275.0-285.0 282   2.28   6.38
285.0-295.0 290   2.61   6.89
295.0-305.0 256   2.33  10.11
305.0-315.0 180   2.05  11.13
315.0-325.0 192   2.13   7.41
325.0-335.0 144   1.69   5.96
335.0-345.0 138   1.89   5.52
345.0-355.0 118   1.71   5.60
