355.0-005.0   2   1.40  10.40
005.0-015.0   3   3.46  12.93
015.0-025.0   2   2.30  10.80
025.0-035.0   2   1.05  10.95
035.0-045.0   3   6.73   8.10
045.0-055.0   1    N/A   7.20
055.0-065.0   1    N/A   0.90
065.0-075.0   2   0.90   1.90
075.0-085.0   3   2.55   8.03
085.0-095.0   4   1.64   8.00
095.0-105.0   9   4.17   6.21
105.0-115.0   6   1.72   9.73
115.0-125.0   8   4.73  11.40
125.0-135.0   2   0.05  12.95
135.0-145.0   5   1.90   7.70
145.0-155.0   2   1.05  12.35
155.0-165.0   7   2.73  11.64
165.0-175.0   5   4.34  14.82
175.0-185.0   1    N/A  15.70
185.0-195.0   4   2.01  12.45
195.0-205.0   2   0.40   8.20
205.0-215.0   1    N/A   7.80
215.0-225.0   4   4.43   8.60
225.0-235.0   1    N/A   5.10
235.0-245.0   1    N/A   8.20
245.0-255.0   1    N/A   8.00
255.0-265.0   3   2.26   7.70
265.0-275.0   2   2.95   8.55
275.0-285.0   5   2.46  12.04
285.0-295.0  11   3.10  10.85
295.0-305.0   6   3.64  14.47
305.0-315.0   6   3.59  15.63
315.0-325.0   3   1.24  15.00
325.0-335.0   3   0.90  18.03
335.0-345.0   8   2.16  13.20
345.0-355.0   5   2.26  15.30
