355.0-005.0   3   1.33  12.03
005.0-015.0   4   1.70  13.15
015.0-025.0   3   1.65  17.00
025.0-035.0   5   6.30  16.94
035.0-045.0   5   2.32  19.34
045.0-055.0   3   5.35  22.33
055.0-065.0   5   4.63  22.14
065.0-075.0   4   2.99  18.45
075.0-085.0   5   1.61  19.28
085.0-095.0   8   3.78  16.52
095.0-105.0   5   3.67  14.16
105.0-115.0   3   3.05  15.57
115.0-125.0   4   2.74  17.70
125.0-135.0   2   2.20  16.20
135.0-145.0   2   0.45  16.85
145.0-155.0   3   4.15  15.73
155.0-165.0   3   5.92  21.13
165.0-175.0   1    N/A  16.70
175.0-185.0   3   0.48  13.03
185.0-195.0   4   2.19  13.15
195.0-205.0   1    N/A  13.50
205.0-215.0   6   2.10   8.72
215.0-225.0   4   1.76  10.05
225.0-235.0   5   1.04   7.16
235.0-245.0   2   0.20   9.00
245.0-255.0   5   2.23  10.04
255.0-265.0   5   2.50  13.96
265.0-275.0   9   2.62  14.61
275.0-285.0   4   1.91  12.00
285.0-295.0   4   1.53  12.62
295.0-305.0   5   2.77  19.78
305.0-315.0   2   4.80  18.10
315.0-325.0   2   0.00  15.80
325.0-335.0   3   2.49   8.40
335.0-345.0   3   2.75  12.00
345.0-355.0   1    N/A  12.50
