355.0-005.0   1    N/A  10.40
005.0-015.0   2   1.40   8.80
015.0-025.0   2   2.10  19.10
025.0-035.0   5   3.20  15.58
035.0-045.0   9   3.76  23.58
045.0-055.0   4   4.52  20.85
055.0-065.0   5   2.74  24.50
065.0-075.0   4   2.64  19.45
075.0-085.0   6   6.10  20.03
085.0-095.0   2   1.50  19.50
095.0-105.0  10   2.77  17.19
105.0-115.0   3   2.32  17.47
115.0-125.0   5   1.76  14.88
125.0-135.0   4   4.12  13.62
135.0-145.0   1    N/A  12.00
145.0-155.0   2   4.75  18.05
155.0-165.0   1    N/A  10.60
165.0-175.0   2   6.05  18.65
175.0-185.0   1    N/A  13.30
185.0-195.0   2   0.95  13.55
195.0-205.0   2   0.65  14.45
205.0-215.0   5   1.84  10.28
215.0-225.0   7   1.40   9.11
225.0-235.0   4   0.83   8.03
235.0-245.0   5   1.22   8.00
245.0-255.0   5   2.31   9.30
255.0-265.0   5   2.97  13.68
265.0-275.0   4   0.69  14.55
275.0-285.0   5   1.82  13.38
285.0-295.0   7   1.76  13.44
295.0-305.0   5   0.74  15.92
305.0-315.0   4   4.05  14.45
315.0-325.0   1    N/A  13.00
325.0-335.0   3   0.52  12.17
335.0-345.0   1    N/A   8.40
345.0-355.0   2   0.20  10.60
