355.0-005.0   5   1.76  11.16
005.0-015.0   2   1.00  13.90
015.0-025.0   4   1.63  15.55
025.0-035.0   5   6.34  16.02
035.0-045.0   5   3.99  20.02
045.0-055.0   4   4.60  21.27
055.0-065.0   2   2.90  22.40
065.0-075.0   7   2.48  20.41
075.0-085.0   8   4.13  17.29
085.0-095.0   5   3.62  13.20
095.0-105.0   4   1.05  17.15
105.0-115.0   2   0.60  17.50
115.0-125.0   3   4.29  17.77
125.0-135.0   3   1.46  18.77
135.0-145.0   1    N/A  19.90
145.0-155.0   4   3.78  17.18
155.0-165.0   3   4.60  16.77
165.0-175.0   1    N/A  17.70
175.0-185.0   5   3.01  13.42
185.0-195.0   2   1.00   9.40
195.0-205.0   4   1.60  10.00
205.0-215.0   4   2.11   7.50
215.0-225.0   5   2.72   9.74
225.0-235.0   3   1.52   8.73
235.0-245.0   3   1.85   6.77
245.0-255.0   6   2.74  11.13
255.0-265.0   5   3.28  12.40
265.0-275.0   9   3.19  12.38
275.0-285.0   4   1.95  13.62
285.0-295.0   2   0.15  15.05
295.0-305.0   2   4.20  16.20
305.0-315.0   3   2.33  23.03
315.0-325.0   2   3.45  18.55
325.0-335.0   4   1.80  11.28
335.0-345.0   3   3.15   9.63
345.0-355.0   2   0.80  12.80
